time,open,high,low,close,"COPPER1!, MCX: Open","COPPER1!, MCX: High","COPPER1!, MCX: Low","COPPER1!, MCX: Close",Volume,Volume MA
1489635900,9129.6504,9158.4502,9128.5498,9153.7002,387.5,391.15,387,387.75,NaN,NaN
1489722300,9207.7998,9218.4004,9147.5996,9160.0498,388.1,391.05,385.9,390.75,NaN,NaN
1489981500,9166.9502,9167.5996,9116.2998,9126.8496,389.55,390.6,383.95,385.35,NaN,NaN
1490067900,9133.9502,9147.75,9087.2002,9121.5,384.95,384.95,378.05,379.15,NaN,NaN
1490154300,9047.2002,9072.9004,9019.2998,9030.4502,378.05,383,376.3,381.9,NaN,NaN
1490240700,9048.75,9099.0498,9048.5996,9086.2998,382.2,384.4,379.4,383.85,NaN,NaN
1490327100,9104,9133.5498,9089.4004,9108,382,383.45,379,380.75,NaN,NaN
1490586300,9093.4502,9094.8496,9024.6504,9045.2002,378.9,380.7,370.15,378.95,NaN,NaN
1490672700,9081.5,9110.4004,9079.7998,9100.7998,378,385.6,377.35,385.15,NaN,NaN
1490759100,9128.7002,9153.1504,9109.0996,9143.7998,383.65,385.95,382.2,384.05,NaN,NaN
1490845500,9142.5996,9183.1504,9136.3496,9173.75,383.8,388.9,381.4,383.8,NaN,NaN
1490931900,9158.9004,9191.7002,9152.0996,9173.75,383.1,384.5,378.3,380.75,NaN,NaN
1491191100,9220.5996,9245.3496,9192.4004,9237.8496,380.8,382.45,374.4,374.65,NaN,NaN
1491363900,9264.4004,9273.9004,9215.4004,9265.1504,378,387,378,386.15,NaN,NaN
1491450300,9245.7998,9267.9502,9218.8496,9261.9502,384.05,385.4,378.8,380.65,NaN,NaN
1491536700,9223.7002,9250.5,9188.0996,9198.2998,379,379.4,370.6,376.05,NaN,NaN
1491795900,9225.5996,9225.6504,9174.8496,9181.4502,374.3,375.9,371.45,372.55,NaN,NaN
1491882300,9184.5498,9242.7002,9172.8496,9237,373.55,374.6,369.55,373.25,NaN,NaN
1491968700,9242.5,9246.4004,9161.7998,9203.4502,371.55,372.4,363,363.75,NaN,NaN
1492055100,9202.5,9202.6504,9144.9502,9150.7998,365.4,368.2,364.6,366.2,NaN,NaN
1492400700,9144.75,9160,9120.25,9139.2998,367.45,371.95,366.45,370.15,NaN,NaN
1492487100,9163,9217.9004,9095.4502,9105.1504,369.8,369.8,359.3,361.2,NaN,NaN
